Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID,Internal ID as hex
log wall-mounted clock,,,2,hardwood,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,50,Wall-mounted,4037,brown,FtrLogClockWall,,340,115,qAiYovJGN6oxwXWqY,0073
log-wall fence,,,10,hardwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles,Nook Miles Redemption,,,,2.0.0,Yes,0,Other,5210,brown,ItemFenceLogWall,,586,559,TugRZZCXgPYkWDFKD,022F
lovely cosmos crown,,,4,pink cosmos,3.0,orange cosmos,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,100,Equipment,5109,green,CapOrnamentCosmos2,,8207,250,ud57HYkDcb9fpS3jN,00FA
low brick island counter,,,4,clay,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13901,color_55,FtrWallCounterBrickS,,781,783,vZFJxuhpMHQT6Bamg,030F
low concrete island counter,,,3,stone,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13898,color_51,FtrWallCounterConcreteS,,881,780,4RA96zfHGC4FHsSgA,030C
low golden island counter,,,4,gold nugget,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14333,color_54,FtrWallCounterGoldS,,1181,814,hNPu7gGCz5LwhE6qi,032E
low marble island counter,,,8,stone,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14337,color_51,FtrWallCounterMarbleS,,884,818,m7Y5C8HZxdKFXA7z9,0332
low simple island counter,,,2,clay,2.0,stone,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14308,color_55,FtrWallCounterPlainS,,784,792,QQxJAft7BT9cFzyAu,0318
low steel island counter,,,4,iron nugget,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14324,color_53,FtrWallCounterSteelS,,981,805,Dn9BgaSHsq22AcJxw,0325
low wooden island counter,,,2,wood,2.0,hardwood,2.0,softwood,,,,,,,NFS,200.0,,,Niko,Received the day after completing 15th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14313,color_52,FtrWallCounterWoodS,,602,797,SSxMPekGAJhX6g4h6,031D
lucky gold cat,,,2,gold nugget,1.0,lucky cat,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,100,Miscellaneous,9814,gold,FtrManekinekoGold,,1107,578,bKrB5YcmewKR5AWot,0242
lunar lander,,,10,star fragment,15.0,iron nugget,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Housewares,1440,silver,FtrModule,,2225,386,jsL7MwKFFov5eWgcg,0182
lunar rover,,,10,star fragment,10.0,iron nugget,4.0,old tire,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Housewares,1442,silver,FtrMoonrover,,2226,373,bu2WXQC6ajuQYYejk,0175
lunar surface,,,5,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Floors,4968,silver,RoomTexFloorLunar00,,2261,478,AbKXzqwJaJDmWnB9o,01DE
magazine rack,,,2,magazine,4.0,wood,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,100,Miscellaneous,1032,yellow,FtrMagazinerack,,2110,413,8xG78nXxXkRwPuhqX,019D
manga-library wall,,,10,magazine,,,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,100,Wallpaper,4838,yellow,RoomTexWallLibrary01,,2112,316,8JLp8kSxRMRChTXaT,013C
manhole cover,,,3,iron nugget,,,,,,,,,,,NFS,200.0,800.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,144,dark gray,FtrManhole,,917,277,6Zi8pyz29evu2n464,0115
maple-leaf pochette,,,6,maple leaf,,,,,,,,,,,NFS,200.0,,,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7491,brown,BagShoulderMaple0,,4681,631,7uFqbJaQoW2doC3B3,0277
maple-leaf pond stone,,,10,stone,3.0,maple leaf,,,,,,,,,NFS,200.0,,,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,7408,light gray,FtrStonewaterbowlAutumun,,821,512,eJQMX98oYAmryvgps,0200
maple-leaf rug,,,6,maple leaf,,,,,,,,,,,NFS,200.0,,,Balloons,,maple leaves,Yes,2.0.0,Yes,0,Rugs,12390,brown,RugOtherMapleM00,,4671,979,SHvfBg4N38wGALXRj,03D3
maple-leaf umbrella,,,7,maple leaf,,,,,,,,,,,NFS,200.0,,,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7169,brown,UmbrellaAutumn0,,4680,541,MWAN27apJPewSFHiR,021D
marble pillar,,,8,stone,,,,,,,,,,,NFS,200.0,,,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14597,color_51,FtrWallPillarMarble,,885,832,FcdYF93FKNpbTi8vH,0340
matryoshka,,,5,softwood,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,0,Miscellaneous,1652,brown,FtrMatryoshka,,461,403,ogWXGmNDThxbXqgMG,0193
medicine,,,1,wasp nest,3.0,clump of weeds,,,,,,,,,NFS,200.0,,,All villagers (while stung),,,,1.0.0,Yes,0,Other,2777,white,ItemMedicine,,130,567,WLudgvjM44qWLprre,0237
medium cardboard boxes,,,4,cardboard box,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,1,Housewares,3411,yellow,FtrMovingboxM,,2135,610,Q9uBnt9n4okWbCgvg,0262
medium wooden partition,,,20,wood,,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,2.0.0,Yes,0,Housewares,13573,brown,FtrScreenWoodM,,325,1067,Q8orEZQeWhPBsQgED,042B
mermaid bed,,,2,pearl,2.0,giant clam,5.0,sand dollar,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12558,white,FtrMermaidBedS,,3814,723,ALFTq4KukvjmL4fb5,02D3
mermaid chair,,,1,pearl,1.0,giant clam,2.0,sand dollar,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12562,white,FtrMermaidChairS,,3818,727,pxAiAq33Mhuwn4Hkt,02D7
mermaid closet,,,2,pearl,1.0,giant clam,2.0,coral,5.0,sand dollar,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12559,white,FtrMermaidClosetLR,,3815,724,MEWXBzYjapeoEe2gB,02D4
mermaid dresser,,,2,pearl,1.0,giant clam,3.0,coral,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12561,white,FtrMermaidChest,,3817,726,Cw5hY5Rw3H3Dbj8Qm,02D6
mermaid fence,,,1,pearl,5.0,coral,5.0,sand dollar,,,,,,,NFS,200.0,,,Pascal,,,No,1.7.0,Yes,0,Other,14278,white,ItemFenceMermaid,,3890,776,x9XotaLpqFgcFeYBX,0308
mermaid flooring,,,2,pearl,5.0,sand dollar,5.0,stone,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Floors,12568,white,RoomSpFloorMermaid00,,3861,730,x4MaMfyCjjfCbzaeX,02DA
mermaid lamp,,,1,pearl,3.0,conch,2.0,coral,2.0,iron nugget,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12556,white,FtrMermaidLamp,,3813,721,uSZ9gNznb8Muv7m5N,02D1
mermaid rug,,,1,pearl,3.0,sand dollar,,,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Rugs,12563,white,RugOtherMermaidM00,,3871,728,RzoH6PAen4tofG5r4,02D8
mermaid screen,,,2,pearl,3.0,giant clam,5.0,sand dollar,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12555,white,FtrMermaidScreen,,3812,720,SpWcH5ZkBLmmPPhkh,02D0
mermaid shelf,,,1,pearl,1.0,giant clam,4.0,coral,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12553,white,FtrMermaidShelf,,3810,718,BefPY5x6qmfpw6LYR,02CE
mermaid sofa,,,1,pearl,10.0,sand dollar,,,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12560,white,FtrMermaidChairL,,3816,725,ZAkqmq4rpvqx8Yjsh,02D5
mermaid table,,,1,pearl,4.0,sand dollar,,,,,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12552,white,FtrMermaidTableM,,3809,717,28F4e6Qn9Ljk9bujY,02CD
mermaid vanity,,,1,pearl,1.0,giant clam,2.0,coral,2.0,iron nugget,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Housewares,12554,white,FtrMermaidDresser,,3811,719,Ratk45mkyzj3MamAL,02CF
mermaid wall,,,2,pearl,2.0,sea snail,2.0,sand dollar,2.0,coral,2.0,giant clam,2.0,cowrie,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Wallpaper,12566,white,RoomSpWallMermaid00,,3850,729,iWw2Le7AvBey6icHL,02D9
mermaid wall clock,,,1,pearl,3.0,sea snail,2.0,coral,2.0,iron nugget,,,,,NFS,200.0,,,Pascal,,,,1.3.0,Yes,0,Wall-mounted,12557,white,FtrMermaidclockWall,,3830,722,5ofhYTXth4c5AKdau,02D2
minestrone soup,,,2,tomato,1.0,potato,1.0,carrot,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13942,color_67,FtrSoupMinestrone,,12103,855,piP5vfg4m55JPaAra,0357
mini DIY workbench,,,3,wood,3.0,hardwood,3.0,softwood,2.0,iron nugget,,,,,NFS,200.0,,,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,,,1.0.0,Yes,0,Housewares,3122,brown,FtrWorkbenchS,,301,82,sLGJoXrKyqJ4bdhxb,0052
mini golden dharma,,,1,gold nugget,1.0,mini dharma,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,2.0.0,Yes,100,Miscellaneous,14489,gold,FtrGoldDharmaS,,1108,826,WKWAcaJiEo6LAhjcu,033A
mixed-fruits bagel sandwich,,,2,flour,1.0,apple,1.0,orange,1.0,pear,1.0,peach,1.0,cherry,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14123,color_70,FtrBeaglesandFruits,,12414,931,Wewy5KkML4vwZEHZH,03A3
mixed-fruits crepe,,,2,flour,1.0,apple,1.0,orange,1.0,pear,1.0,peach,1.0,cherry,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13975,color_70,FtrCrepeFruits,,14602,884,oT3teaHcJNs3qTGPz,0374
mixed-fruits pie,,,3,flour,1.0,apple,1.0,orange,1.0,pear,1.0,peach,1.0,cherry,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13957,color_69,FtrPieFruits,,14906,867,bYFY2bugMAXXECbv8,0363
mixed-fruits sandwich,,,2,flour,1.0,orange,1.0,pear,1.0,peach,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13959,color_68,FtrSandwichFruits,,12402,868,fAqwyoKcjP5PiJpXy,0364
mixed-fruits tart,,,1,flour,1.0,apple,1.0,orange,1.0,pear,1.0,peach,1.0,cherry,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13950,color_72,FtrTartFruits,,14506,863,vrTLrgL9dcHRxL7af,035F
modeling clay,,,2,clay,,,,,,,,,,,NFS,200.0,,,Cranky villagers,,,,1.0.0,Yes,0,Miscellaneous,7258,brick,FtrClaytoy,,700,574,Z7ycbJwgAh8HWaaSm,023E
modern wood wall,,,5,wood,5.0,softwood,5.0,hardwood,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Wallpaper,4904,brown,RoomTexWallMixwood00,,520,320,LqPaTaPEXdwvFhGKC,0140
money flooring,,,1,"50,000 Bells",,,,,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,100,Floors,4986,yellow,RoomTexFloorBill00,,2190,473,6HtNgH3LKjQA5kxtg,01D9
moon,,,15,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Housewares,1054,silver,FtrMoon,,2202,234,5GevvAMTu6Lf7ueyE,00EA
mossy garden rock,,,15,stone,15.0,clump of weeds,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,0,Housewares,12208,light gray,FtrGardenrockMoss,,807,647,Fn45YxZCtsHx5u3t2,0287
mountain standee,,,4,wood,5.0,softwood,,,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,0,Housewares,532,brown,FtrHariboteMountain,,380,584,zAFMi693PuR7nPnMs,0248
mum crown,,,2,red mums,2.0,yellow mums,2.0,white mums,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5117,green,CapOrnamentMum1,,8203,258,dm3bTGBfDYLSzWDHR,0102
mum cushion,,,3,yellow mums,10.0,clump of weeds,,,,,,,,,NFS,200.0,,,Peppy villagers,,,,1.0.0,Yes,50,Housewares,7232,green,FtrFlowerStoolS,,7801,505,fEBdSdvEG86vXefum,01F9
mum wreath,,,3,white mums,3.0,yellow mums,3.0,red mums,,,,,,,NFS,200.0,,,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is mums,,,1.0.0,Yes,50,Wall-mounted,5467,green,FtrDoorOrnamentWreathMum,,7843,231,LS93qbKCcMQLExqMG,00E7
mums wand,,,1,yellow mums,3.0,star fragment,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Tools,5095,green,ToolStickChrysanthemum,,8271,531,jbWRPr9kP6jXS3SLW,0213
mush lamp,,,1,skinny mushroom,5.0,clay,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,805,orange,FtrMushroomLamp,,5406,51,vTR3yJt55jtNGdprm,0033
mush log,,,2,skinny mushroom,1.0,log stool,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3808,orange,FtrMushroomPulpwood,,5401,136,FMN3xak2uqjTCo47s,0088
mush low stool,,,2,round mushroom,,,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,4708,orange,FtrMushroomChairS,,5400,220,RZwmANPWaM7jntL5R,00DC
mush parasol,,,3,flat mushroom,,,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3805,orange,FtrMushroomParasol,,5407,139,WwaYiBvDKvBJzD3Bg,008B
mush partition,,,3,skinny mushroom,,,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3806,orange,FtrMushroomScreen,,5408,138,J89MsT5JKW43XJ4r8,008A
mush table,,,2,flat mushroom,6.0,wood,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,808,orange,FtrMushroomTableL,,5403,32,cECL9PSx9yNfPWNvW,0020
mush umbrella,,,3,flat mushroom,,,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Equipment,7174,orange,UmbrellaMushroom0,,5480,648,PT3wRG87hdFbt8kgG,0288
mush wall,,,1,elegant mushroom,1.0,round mushroom,1.0,skinny mushroom,1.0,flat mushroom,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Wallpaper,5164,orange,RoomTexWallMush00,,5451,308,6HKBjFrzRdfY5PArn,0134
mushroom crepe,,,2,flour,1.0,round mushroom,1.0,skinny mushroom,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13964,color_62,FtrCrepeMushroom,,12501,873,CiyRjyytHgDYefrQC,0369
mushroom curry,,,3,flour,1.0,round mushroom,1.0,flat mushroom,1.0,skinny mushroom,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14128,color_77,FtrNancurryMushroom,,13105,936,rPAGu2aKPvsED49rB,03A8
mushroom pizza,,,3,flour,2.0,round mushroom,2.0,flat mushroom,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14698,color_62,FtrPizzaMushroom,,13202,970,NG9BqyjoiteBKGEex,03CA
mushroom potage,,,1,flour,1.0,round mushroom,1.0,flat mushroom,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14048,color_61,FtrSoupMushroom,,12105,914,G9kSZpupPfwpYGmai,0392
mushroom salad,,,1,round mushroom,1.0,flat mushroom,1.0,skinny mushroom,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,13972,color_66,FtrSaladbowlMushroom,,12203,881,M77gqbGYaaNBRJoQr,0371
mushroom wand,,,3,skinny mushroom,3.0,star fragment,,,,,,,,,NFS,200.0,,,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Tools,7588,orange,ToolStickMushroom,,5490,536,N9He3qRD3RjrqQeGG,0218
mushroom wreath,,,10,tree branch,1.0,round mushroom,1.0,skinny mushroom,1.0,flat mushroom,,,,,NFS,200.0,,,Balloons; Isabelle,,mushrooms,Yes,1.0.0,Yes,0,Wall-mounted,4726,orange,FtrDoorOrnamentWreathMushroom,,5440,221,5XfaKLorByDHGp9pi,00DD
music stand,,,8,hardwood,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,0,Housewares,1058,brown,FtrMusicstand,,405,215,ZxTX2kZjDvZA3aT95,00D7
natural garden chair,,,6,hardwood,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,2586,brown,FtrGardenChairNatural,,373,80,jaDD9msGTLXHRu2cB,0050
natural garden table,,,9,hardwood,3.0,iron nugget,,,,,,,,,NFS,200.0,,,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,,,1.0.0,Yes,0,Housewares,3396,brown,FtrGardenTableNatural,,375,224,gRf7qMpExewtthEWH,00E0
natural mum wreath,,,10,green mums,,,,,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,200,Wall-mounted,5768,green,FtrDoorOrnamentWreathMumRare,,7845,442,p7kG7qim9jPGSwxtz,01BA
natural square table,,,4,hardwood,2.0,iron nugget,,,,,,,,,NFS,200.0,,,Normal villagers,,,,1.0.0,Yes,0,Housewares,12332,brown,FtrGardenTableSNatural,,374,670,4nASdZyjax8qv3B8T,029E
net,,,1,flimsy net,1.0,iron nugget,,,,,,,,,NFS,200.0,,,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,,,1.0.0,Yes,0,Tools,5784,beige,ToolNetNormal,,108,283,FZBFrFQRtepzzWPFp,011B
nice branch,,,3,tree branch,,,,,,,,,,,NFS,200.0,,,Normal villagers,,,,2.0.0,Yes,0,Other,14644,brown,ToolBranchPlayer,,291,1037,tsyn9RLgQXbAzYbNu,040D
nova light,,,5,star fragment,,,,,,,,,,,NFS,200.0,,,Celeste,,,,1.0.0,Yes,0,Miscellaneous,6826,silver,FtrStarLamp,,2200,429,5RHPeNZ2mgin65Ny5,01AD
ocarina,,,5,clay,,,,,,,,,,,NFS,200.0,,,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,,,1.0.0,Yes,0,Other,5320,brick,ToolOcarina,,133,218,QzhL3j8Tgv2cNDZQe,00DA
oil-barrel bathtub,,,1,oil barrel,1.0,campfire,2.0,stone,,,,,,,NFS,200.0,,,Jock villagers,,,,1.0.0,Yes,100,Housewares,3819,yellow,FtrDrumcanbath,,2150,394,kvTajEX5oeZ2DDyjt,018A
old-fashioned washtub,,,3,softwood,,,,,,,,,,,NFS,200.0,,,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,,,1.0.0,Yes,0,Miscellaneous,4393,brown,FtrWashtub,,464,195,ebzFXSHFr3vGLoDSb,00C3
olive-flounder meunière,,,1,olive flounder,2.0,flour,,,,,,,,,NFS,200.0,,,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13330,color_75,FtrMeuniere,,15204,974,5Rs5oukDkCgR6gWW7,03CE
open wooden shelves,,,10,wood,,,,,,,,,,,NFS,200.0,,,Smug villagers,,,,2.0.0,Yes,0,Housewares,13751,brown,FtrOpenshelfWood,,323,1069,bnoJc5gwt37sPkwkT,042D
orange dress,,,8,orange,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Equipment,3288,orange,TopsTexOnepieceAlineNOrange,,1706,626,kdDWtuakgMkxF8ohK,0272
orange end table,,,10,orange,4.0,wood,,,,,,,,,NFS,200.0,,,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,,,1.0.0,Yes,100,Housewares,3975,orange,FtrFruitsTableS,,1700,185,XsnyjhPAFhghBQj7r,00B9
orange hat,,,5,orange,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Equipment,5275,orange,CapHatOrange,,1705,624,yqpHcrzwzywbANi6S,0270
orange jelly,,,2,orange,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13967,color_60,FtrJellyOrange,,14301,876,CGaDmtF4wFHufdt5M,036C
orange marmalade,,,3,orange,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Savory,14169,color_76,FtrJarOrange,,13611,949,fztYk8wg4HMTbc5xW,03B5
orange pie,,,3,flour,2.0,sugar,2.0,orange,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13934,color_65,FtrPieOrange,,14901,847,Kiy88e6tHPReeGrgX,034F
orange pound cake,,,2,flour,1.0,sugar,2.0,orange,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13979,color_63,FtrPoundcakeOrange,,14703,888,C4EkeMtXj8xQNgCiJ,0378
orange rug,,,6,orange,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Rugs,7330,orange,RugOtherOrangeM00,,1703,544,ACfErxWo9j2zKTe47,0220
orange smoothie,,,2,orange,,,,,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,14001,color_76,FtrSmoothieOrange,,15001,910,HiSanDaRLBnRuhB2m,038E
orange tart,,,1,flour,1.0,sugar,1.0,orange,,,,,,,NFS,200.0,,,All villagers,,,,2.0.0,Yes,0,Sweet,13949,color_65,FtrTartOrange,,14501,862,iCoZcJgS4Ce6bFtz3,035E
orange umbrella,,,7,orange,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Equipment,6912,orange,UmbrellaOrange0,,1704,625,ZFxY5TXjBeThpDkjy,0271
orange wall,,,20,orange,,,,,,,,,,,NFS,200.0,,,Lazy villagers,,,,1.0.0,Yes,100,Wallpaper,4915,orange,RoomTexWallOrange00,,1702,303,8rnfwGyLMaw5FTMQb,012F
orange wall-mounted clock,,,10,orange,2.0,wood,,,,,,,,,NFS,200.0,,,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,,,1.0.0,Yes,100,Wall-mounted,3976,orange,FtrFruitsClockW,,1701,184,rJaAL5N8CQQ5dPd9y,00B8
organic bread,,,3,whole-wheat flour,,,,,,,,,,,NFS,200.0,,,Basic Cooking Recipes,,,,2.0.0,Yes,0,Savory,12823,color_62,FtrBreadbasketOrganic,,12802,976,v5JqH746uHbNQz4cC,03D0
ornament crown,,,3,red ornament,3.0,blue ornament,3.0,gold ornament,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Equipment,14613,white,CapOrnamentCOrnament0,,7480,1017,hsET2xdWiacz4BF6A,03F9
ornament garland,,,2,red ornament,2.0,blue ornament,2.0,gold ornament,5.0,iron nugget,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Housewares,14593,white,FtrOrnamentWall,,7415,1014,irL6awhaK4iYE3JyW,03F6
ornament mobile,,,1,red ornament,1.0,blue ornament,1.0,gold ornament,4.0,tree branch,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,6818,white,FtrOrnamentMobile,,7430,433,RaotMSgnPsgG6PKLu,01B1
ornament table lamp,,,2,red ornament,2.0,iron nugget,,,,,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Miscellaneous,14591,white,FtrOrnamentLamp,,7412,1015,B2jkM55Eo5oYK7KQ7,03F7
ornament tree,,,3,red ornament,2.0,blue ornament,1.0,gold ornament,3.0,iron nugget,,,,,NFS,200.0,,,All villagers; Balloons,,ornaments,Yes,2.0.0,Yes,0,Housewares,14728,white,FtrOrnamentTree,,7413,1012,biQhFN8F8AiWfgsfp,03F4
ornament wreath,,,6,blue ornament,2.0,gold ornament,,,,,,,,,NFS,200.0,,,Balloons; Isabelle,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,4377,white,FtrDoorOrnamentWreathOrnament,,7440,226,rLcgugWkG2sntC7Lh,00E2
outdoor bath,,,20,stone,1.0,shovel,,,,,,,,,NFS,200.0,3000.0,Nook Miles,Nook Miles Redemption,,,,1.0.0,Yes,0,Housewares,1111,light gray,FtrOpenairbath,,812,410,9odpMYcPqYJvqQ9qs,019A
outdoor picnic set,,,10,cherry-blossom petal,,,,,,,,,,,NFS,200.0,,,Balloons; Isabelle,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,6033,pink,FtrSakuraPicnicset,,3403,422,uG5LkajvrX63DoMwC,01A6
palm-tree lamp,,,4,coconut,4.0,wood,4.0,clay,,,,,,,NFS,200.0,,,Snooty villagers,,,,1.0.0,Yes,0,Housewares,7259,green,FtrPalmtreelamp,,1841,575,FcvtqX5qPrfTkDm7Z,023F
pan flute,,,7,young spring bamboo,,,,,,,,,,,NFS,200.0,,,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Other,5517,green,ToolPanpipe,,134,398,oEeGqoaMP9XdQE3NF,018E
pancakes,,,2,flour,2.0,sugar,,,,,,,,,NFS,200.0,,,Be a Chef! DIY Recipes+,,,,2.0.0,Yes,0,Sweet,14129,color_64,FtrPancakePlain,,14801,937,KRLQxqhyuomQHe5hW,03A9
pansy crown,,,2,red pansies,2.0,yellow pansies,2.0,white pansies,,,,,,,NFS,200.0,,,All villagers,,,,1.0.0,Yes,0,Equipment,5105,green,CapOrnamentPansy1,,8217,246,X8taQdT4nzX6wvY3S,00F6
