Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Stack Size,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Food Power,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID,Internal ID as hex,Variant Pattern Encoded
Baby bear,,Choco,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Brown,Red,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_2_1,2_1,1501,CD9XqwhPSre2zzNjX,05DD,"(2, 32)"
Baby bear,,Choco,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Brown,Blue,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_2_2,2_2,1501,ZKQ8SQtNRXhQ63ANr,05DD,"(2, 64)"
Baby bear,,Choco,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Brown,Yellow,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_2_3,2_3,1501,muwwSKJHXGAeCmPEb,05DD,"(2, 96)"
Baby bear,,Floral,Design,,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Blue,Pink,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_3_0,3_0,1501,iC6uke9rdu6nFFZ9G,05DD,"(3, 0)"
Baby bear,,Floral,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Blue,Red,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_3_1,3_1,1501,JgZfkc4k6nyjwjv9Q,05DD,"(3, 32)"
Baby bear,,Floral,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Blue,Blue,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_3_2,3_2,1501,hycjnzbvHSdCXcCSJ,05DD,"(3, 64)"
Baby bear,,Floral,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Blue,Yellow,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_3_3,3_3,1501,mjwTqXDWN6TXNtLoR,05DD,"(3, 96)"
Baby bear,,Checkered,Design,,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Yellow,White,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_4_0,4_0,1501,QJqqQh5tQR59LFLXP,05DD,"(4, 0)"
Baby bear,,Checkered,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Yellow,Red,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_4_1,4_1,1501,qBvYFruEFNxRRm4qF,05DD,"(4, 32)"
Baby bear,,Checkered,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Yellow,Blue,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_4_2,4_2,1501,pfbzHggDW8rLZyySF,05DD,"(4, 64)"
Baby bear,,Checkered,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Yellow,Yellow,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_4_3,4_3,1501,5uqwwqA6dMAhQFpmm,05DD,"(4, 96)"
Baby bear,,Tweed,Design,,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Colorful,Colorful,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_5_0,5_0,1501,nPchvcMPNmZ7eDKJJ,05DD,"(5, 0)"
Baby bear,,Tweed,Design,Heart,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Colorful,Red,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_5_1,5_1,1501,mgSKedtr9Lk4NTaWL,05DD,"(5, 32)"
Baby bear,,Tweed,Design,Fish,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Colorful,Blue,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_5_2,5_2,1501,goji34uBiXDRhjkSv,05DD,"(5, 64)"
Baby bear,,Tweed,Design,Star,Shirt,No,No,Yes,Default; Custom; Sable,1,1.0,Normal,1000.0,1800,450,Colorful,Yellow,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,bear,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBearS_Remake_5_3,5_3,1501,qjt78GA8vEf5xDW5W,05DD,"(5, 96)"
Baby panda,,,,,,No,No,No,,1,,,,1800,450,Green,White,1x1,No,1600.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,fancy,child's room,,panda,Doll,No,Animal,No,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrPandaS,,9698,TrjKcMrQXJf7NCbta,25E2,
backlit sign,,Black,Frame,ON AIR,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_0,0_0,13747,pQZX6iBwFME7QkHms,35B3,"(0, 0)"
backlit sign,,Black,Frame,OPEN,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Green,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_1,0_1,13747,4NdtAzSBp44TzF8dq,35B3,"(0, 32)"
backlit sign,,Black,Frame,CLOSED,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_2,0_2,13747,8vM9XMAxfQiNLJbDC,35B3,"(0, 64)"
backlit sign,,Black,Frame,WELCOME,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Blue,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_3,0_3,13747,SB3ndtQvS6rBsqG3H,35B3,"(0, 96)"
backlit sign,,Black,Frame,VIP,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Yellow,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_4,0_4,13747,gP3aAonPaDEEdfBuz,35B3,"(0, 128)"
backlit sign,,Black,Frame,DANGER,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Yellow,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_5,0_5,13747,Ks8sekn3uT9QN2Bbq,35B3,"(0, 160)"
backlit sign,,Black,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_6,0_6,13747,JFwdzcKscgnYPhNFC,35B3,"(0, 192)"
backlit sign,,Black,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Black,Green,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_0_7,0_7,13747,jLb6Zned7Gi7ojvqB,35B3,"(0, 224)"
backlit sign,,Silver,Frame,ON AIR,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_0,1_0,13747,rku6qk9Qy5tZEt7KW,35B3,"(1, 0)"
backlit sign,,Silver,Frame,OPEN,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Green,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_1,1_1,13747,fBTgwBzX2LDXP2uqq,35B3,"(1, 32)"
backlit sign,,Silver,Frame,CLOSED,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_2,1_2,13747,2jBbSufGYkmZ5HqXr,35B3,"(1, 64)"
backlit sign,,Silver,Frame,WELCOME,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Blue,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_3,1_3,13747,dpgxd4Y4h8sQfNX2d,35B3,"(1, 96)"
backlit sign,,Silver,Frame,VIP,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Yellow,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_4,1_4,13747,hwGhnGKd9Ney8wBHo,35B3,"(1, 128)"
backlit sign,,Silver,Frame,DANGER,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Yellow,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_5,1_5,13747,LxvCdh9W2Gb667ikp,35B3,"(1, 160)"
backlit sign,,Silver,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_6,1_6,13747,5Lb4nCfSPctJWAtwc,35B3,"(1, 192)"
backlit sign,,Silver,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,Gray,Green,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_1_7,1_7,13747,xaj9W3RXXCRZncyXw,35B3,"(1, 224)"
backlit sign,,White,Frame,ON AIR,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_0,2_0,13747,x6ha6MhzKDfEK5Ari,35B3,"(2, 0)"
backlit sign,,White,Frame,OPEN,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Green,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_1,2_1,13747,3uzKLSv2fW7Z4aRor,35B3,"(2, 32)"
backlit sign,,White,Frame,CLOSED,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_2,2_2,13747,GazC7CJCjeF6wZ3pJ,35B3,"(2, 64)"
backlit sign,,White,Frame,WELCOME,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Blue,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_3,2_3,13747,92S3o2rdRLvoJYj8n,35B3,"(2, 96)"
backlit sign,,White,Frame,VIP,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Yellow,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_4,2_4,13747,JD76Gk5ombqawc3zK,35B3,"(2, 128)"
backlit sign,,White,Frame,DANGER,Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Yellow,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_5,2_5,13747,REZ83uP2N6Rc7mzKW,35B3,"(2, 160)"
backlit sign,,White,Frame,Shiyouchu (In use),Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Red,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_6,2_6,13747,p6ZyQXpiYjuvGSMqP,35B3,"(2, 192)"
backlit sign,,White,Frame,Sagyouchu (Working),Text,No,No,Yes,Default; Custom,1,3.0,Normal,2400.0,7260,1815,White,Green,1x1,No,6500.0,Poki,Nook's Cranny; HHP Office,,,,103,,,,,,Yes,Lamp,No,Does not play music,Monitor,,For sale,2.0.0,Yes,FtrLampSign_Remake_2_7,2_7,13747,2M4Y5atJX4oEgcnEY,35B3,"(2, 224)"
bagworm model,,,,,,No,No,No,,1,,,,NFS,1800,Brown,Brown,1x1,No,,,Flick,Trade 3 insects to receive a model in the mail the next day,,,251,,,,,,No,Insect,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrInsectMinomushiToy,,7082,xPShFD4zcZx389xxz,1BAA,
baked potatoes,,,,,,Yes,No,No,,1,,,,NFS,840,Yellow,Orange,1x1,No,,,Cooking,,,,103,party,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrPotatobutter,,14465,XFiivNbtcPFmdjuGj,3881,
ball,,Basketball,Variation,,,No,No,No,,1,,,1000.0,520,130,Orange,Black,1x1,No,470.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,sports,school,,,,Yes,Sports,Yes,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBall_Remake_0_0,0_0,2010,kWNLESb9BwdejFzCw,07DA,"(0, 0)"
ball,,Soccer ball,Variation,,,No,No,No,,1,,,1000.0,520,130,White,Black,1x1,No,470.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,sports,school,,,,Yes,Sports,Yes,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBall_Remake_1_0,1_0,2010,Tps4AsF9ZaDrhn2CN,07DA,"(1, 0)"
ball,,Volleyball,Variation,,,No,No,No,,1,,,1000.0,520,130,White,White,1x1,No,470.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,sports,school,,,,Yes,Sports,Yes,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBall_Remake_2_0,2_0,2010,6Jr79mcuZsGGPJjK8,07DA,"(2, 0)"
ball,,Dodgeball,Variation,,,No,No,No,,1,,,1000.0,520,130,Yellow,Black,1x1,No,470.0,Poki,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,,,103,sports,school,,,,Yes,Sports,Yes,Does not play music,No lighting,,For sale,1.0.0,Yes,FtrBall_Remake_3_0,3_0,2010,7FFD7gshDsb7mmB2X,07DA,"(3, 0)"
bamboo candleholder,,Green bamboo,Bamboo,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,880,Green,Beige,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,Lighting,Yes,Lamp,No,Does not play music,Candle,,Not for sale,1.0.0,Yes,FtrBambooCandle_Remake_0_0,0_0,3554,WzyJkmGQKPRk7xyv9,0DE2,"(0, 0)"
bamboo candleholder,,Dried bamboo,Bamboo,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,880,Yellow,Beige,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,Lighting,Yes,Lamp,No,Does not play music,Candle,,Not for sale,1.0.0,Yes,FtrBambooCandle_Remake_1_0,1_0,3554,yNHBsocxFskBwynvR,0DE2,"(1, 0)"
bamboo candleholder,,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,,1,2.0,Normal,1700.0,NFS,880,Brown,Beige,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,Lighting,Yes,Lamp,No,Does not play music,Candle,,Not for sale,1.0.0,Yes,FtrBambooCandle_Remake_2_0,2_0,3554,7xMibNQTXMWZvPWGR,0DE2,"(2, 0)"
bamboo drum,,Green bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,720,Green,Pink,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBamboodrum_Remake_0_0,0_0,4093,gg3aBipuGNFEeuyQb,0FFD,"(0, 0)"
bamboo drum,,Dried bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,720,Yellow,Orange,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBamboodrum_Remake_1_0,1_0,4093,Pexz4E7q8zEQMgyK6,0FFD,"(1, 0)"
bamboo drum,,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,720,Brown,Aqua,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,MusicalInstrument,Musical Instrument,Musical Instrument,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBamboodrum_Remake_2_0,2_0,4093,XAEk7jqLzW3yD58sp,0FFD,"(2, 0)"
bamboo lunch box,,Green bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,640,Green,Colorful,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,,No,Dining,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBambooLunch_Remake_0_0,0_0,5978,XTFhsR3P4ybuZhc3d,175A,"(0, 0)"
bamboo lunch box,,Dried bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,640,Yellow,Colorful,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,,No,Dining,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBambooLunch_Remake_1_0,1_0,5978,6AMme4wZdRJtrLuTj,175A,"(1, 0)"
bamboo lunch box,,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,640,Brown,Colorful,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,,No,Dining,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBambooLunch_Remake_2_0,2_0,5978,sS2JrzYMRLDbsNAxB,175A,"(2, 0)"
bamboo sphere,,Green bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,480,Green,Blue,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,SmallGoods,No,Plants,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBambooBall_Remake_0_0,0_0,5976,MyMNc3DYkCywyNQfd,1758,"(0, 0)"
bamboo sphere,,Dried bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,480,Yellow,Purple,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,SmallGoods,No,Plants,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBambooBall_Remake_1_0,1_0,5976,ZPTZa8nL2qZzec7Mn,1758,"(1, 0)"
bamboo sphere,,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,,1,1.0,Normal,1000.0,NFS,480,Brown,White,1x1,No,,,Crafting,,,,103,harmonious,,bamboo,,SmallGoods,No,Plants,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrBambooBall_Remake_2_0,2_0,5976,5uyxDdyRak9EPGhur,1758,"(2, 0)"
bamboo-shoot lamp,,,,,,Yes,No,No,,1,,,,NFS,4900,Brown,Beige,1x1,No,,,Crafting,,young spring bamboo,Yes,201,harmonious,,bamboo,,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,,Not for sale,1.0.0,Yes,FtrBambooshootLamp,,5977,9j4wh3muQeG6F8Kz2,1759,
bamboo-shoot soup,,,,,,Yes,No,No,,1,,,,NFS,1000,Orange,Brown,1x1,No,,,Cooking,,,,103,harmonious,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrSoupBambooshoot,,13943,S7uvuQevBFZ8TnY7o,3677,
banker's lamp,,Green,Color,,,No,No,No,,1,,,1000.0,1600,400,Green,Brown,1x1,No,1400.0,Poki,Nook's Cranny; HHP Office,,,,103,facility,den,,,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,,For sale,2.0.0,Yes,FtrLampBankers_Remake_0_0,0_0,13507,W7duhFiqMyQdqWkRL,34C3,"(0, 0)"
banker's lamp,,Blue,Color,,,No,No,No,,1,,,1000.0,1600,400,Blue,Brown,1x1,No,1400.0,Poki,Nook's Cranny; HHP Office,,,,103,facility,den,,,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,,For sale,2.0.0,Yes,FtrLampBankers_Remake_1_0,1_0,13507,b8tqQTgiZSMhqH8YY,34C3,"(1, 0)"
banker's lamp,,White,Color,,,No,No,No,,1,,,1000.0,1600,400,White,Beige,1x1,No,1400.0,Poki,Nook's Cranny; HHP Office,,,,103,facility,den,,,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,,For sale,2.0.0,Yes,FtrLampBankers_Remake_2_0,2_0,13507,EpWGPLpaCyPGDN65f,34C3,"(2, 0)"
banker's lamp,,Black,Color,,,No,No,No,,1,,,1000.0,1600,400,Black,Gray,1x1,No,1400.0,Poki,Nook's Cranny; HHP Office,,,,103,facility,den,,,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,,For sale,2.0.0,Yes,FtrLampBankers_Remake_3_0,3_0,13507,fhGnAJzKrPs8etsTg,34C3,"(3, 0)"
banker's lamp,,Orange,Color,,,No,No,No,,1,,,1000.0,1600,400,Orange,Brown,1x1,No,1400.0,Poki,Nook's Cranny; HHP Office,,,,103,facility,den,,,Lighting,Yes,Lamp,No,Does not play music,Fluorescent,,For sale,2.0.0,Yes,FtrLampBankers_Remake_4_0,4_0,13507,qGCRZ7mwcCSBtZuAt,34C3,"(4, 0)"
barred knifejaw model,,,,,,No,No,No,,1,,,,NFS,15000,White,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishIshidaiToy,,6959,T9JBnkxBRJenY33Bg,1B2F,
barred-knifejaw carpaccio,,,,,,Yes,No,No,,1,,,,NFS,6000,White,Green,1x1,No,,,Cooking,,,,103,party,restaurant,,,Food,No,DishFood,No,Does not play music,No lighting,5.0,Not for sale,2.0.0,Yes,FtrCarpaccioBeakfish,,14168,sjjGCHu5wkhWSwgNq,3758,
barreleye model,,,,,,No,No,No,,1,,,,NFS,45000,Black,Black,1x1,No,,,C.J.,Trade 3 fish to receive a model in the mail the next day,,,251,,,,,,No,Fish,No,Does not play music,No lighting,,Not for sale,1.0.0,Yes,FtrFishDemenigisuToy,,6943,3Gucpfk3GP7mTsQtJ,1B1F,
baseball set,,Red & tan,Color,,,No,No,No,,1,,,1000.0,1300,325,Orange,Red,1x1,No,1200.0,Poki,Nook's Cranny; HHP Office,,,,103,child's room,sports,,,,No,Sports,Yes,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrBaseball_Remake_0_0,0_0,12344,uzJ4NwgJ9qBfbz3PB,3038,"(0, 0)"
baseball set,,Beige & brown,Color,,,No,No,No,,1,,,1000.0,1300,325,Brown,Beige,1x1,No,1200.0,Poki,Nook's Cranny; HHP Office,,,,103,child's room,sports,,,,No,Sports,Yes,Does not play music,No lighting,,For sale,2.0.0,Yes,FtrBaseball_Remake_1_0,1_0,12344,bovhs6fTodbMkGesi,3038,"(1, 0)"
