Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
big-star tee,,,,No,560,140.0,51,Blue,Yellow,1x1,500.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHStar0,1146,6822,JpATLjagWyw8q8zqx,1AA6
biker jacket,,,Black,No,1750,437.0,51,Black,Black,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,All Year,Free,Free,Cool,Cool,everyday; outdoorsy; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLRiders0,79,3198,evbChpmd6EcLcM3Tz,0C7E
biker jacket,,,Red,No,1750,437.0,51,Red,Red,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLRiders3,79,8561,4PQfMkGAWJbGRABFb,2171
biker jacket,,,Yellow,No,1750,437.0,51,Yellow,Yellow,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLRiders5,79,8563,ccT7cJJhSKR8XfXdL,2173
biker jacket,,,Blue,No,1750,437.0,51,Blue,Blue,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLRiders4,79,8562,B2zPcdArK6waMjoBz,2172
biker jacket,,,Brown,No,1750,437.0,51,Brown,Brown,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy; theatrical,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLRiders1,79,8559,hWrrNDEHNvMb7frrA,216F
biker jacket,,,Beige,No,1750,437.0,51,Beige,Beige,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy; theatrical,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLRiders2,79,8560,ha4hWKpn4CiAXqN3C,2170
blossom tee,,,Pink,No,800,200.0,51,Pink,White,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFlower0,1034,8205,M7qCnBYqNGLyLSskf,200D
blossom tee,,,Yellow,No,800,200.0,51,Yellow,White,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFlower2,1034,12100,PSC7XZs443Ew5Ntdx,2F44
blossom tee,,,Green,No,800,200.0,51,Green,White,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFlower3,1034,12101,97cQhCcwgx4Cf2RLS,2F45
blossom tee,,,Blue,No,800,200.0,51,Aqua,White,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFlower1,1034,12099,cskAiddHb4wcR4Rny,2F43
blossom tee,,,Purple,No,800,200.0,51,Purple,White,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cute,Cute,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFlower4,1034,12102,A6TyYLhfoDitFeCiR,2F46
blue hotel aloha shirt,,,,No,NFS,375.0,151,Aqua,White,1x1,15.0,Hotel Tickets,Hotel Souvenir Shop,,,,All Year,Summer,,Free,Free,Simple,Elegant,comfy; vacation,1,Yes,Not for sale,3.0.0,Yes,TopsTexTopYshirtsHHotel0,1569,1272,wXY4wh6QYLPJYxRZq,04F8
blue hotel cardigan,,,,No,NFS,375.0,151,Aqua,White,1x1,15.0,Hotel Tickets,Hotel Souvenir Shop,,,,All Year,Autumn,,Free,Free,Simple,Elegant,comfy; vacation,1,Yes,Not for sale,3.0.0,Yes,TopsTexTopOuterLHotel0,1570,1287,Ssw3ZwSyeb7kKRnzv,0507
blue hotel tee,,,,No,NFS,250.0,151,Blue,Blue,1x1,10.0,Hotel Tickets,Hotel Souvenir Shop,,,,All Year,All Year,,Free,Free,Simple,Active,everyday; comfy,1,Yes,Not for sale,3.0.0,Yes,TopsTexTopTshirtsHHotel0,1564,1304,zchuwxR4ns2eByisj,0518
boa blouson,,,White,No,1680,420.0,51,White,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,,Free,Free,Cute,Cute,everyday; fairy tale; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBlouson3,464,8007,XzXMD6y9mn5dJY7ZR,1F47
boa blouson,,,Blue,No,1680,420.0,51,Blue,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,,Free,Free,Cute,Cute,everyday; fairy tale; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBlouson2,464,8006,PvqQmZ5RhnjBgA4dF,1F46
boa blouson,,,Purple,No,1680,420.0,51,Purple,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,All Year,Free,Free,Cute,Cute,everyday; fairy tale; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBlouson0,464,4598,tsxSZ2Dy6kYf8hsyR,11F6
boa blouson,,,Beige,No,1680,420.0,51,Beige,White,1x1,1500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Spring,,Free,Free,Cute,Cute,everyday; fairy tale; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBlouson1,464,8005,NgsGbsW8Wn8K6DT7Y,1F45
boa fleece,,,White,No,1400,350.0,51,White,Blue,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece0,237,3705,ajrhqED9o9KJD82qY,0E79
boa fleece,,,Pink,No,1400,350.0,51,Pink,Blue,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece5,237,8319,hWRdrnxHy4m7xM8wp,207F
boa fleece,,,Yellow,No,1400,350.0,51,Yellow,Blue,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece6,237,8320,GDpeQZw9dsqrZoioH,2080
boa fleece,,,Lime,No,1400,350.0,51,Green,Green,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece7,237,8321,K24sHEbxDRcEvuJhZ,2081
boa fleece,,,Green,No,1400,350.0,51,Green,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece1,237,8315,onYuhrcTdxzzQnsXi,207B
boa fleece,,,Blue,No,1400,350.0,51,Blue,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece4,237,8318,kr3zQJ5ACzjygZxXN,207E
boa fleece,,,Navy blue,No,1400,350.0,51,Blue,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,7,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece2,237,8316,pbSceZdarEEYbe36G,207C
boa fleece,,,Beige,No,1400,350.0,51,Beige,Orange,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Simple,everyday; outdoorsy; comfy,8,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFleece3,237,8317,yQ2sLqk5QgqDkL9MM,207D
bold aloha shirt,,,Pink,No,960,240.0,51,Pink,Aqua,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Gorgeous,comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolynesia1,1035,12098,t6XA6gv2RhEy2CWZ5,2F42
bold aloha shirt,,,Navy blue,No,960,240.0,51,Blue,Red,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Gorgeous,comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHPolynesia0,1035,8206,KuY6kA7WnY24gjmhF,200E
bomber-style jacket,,,Black,No,1440,360.0,51,Black,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMaone1,341,8566,MW8k9p5yzJLtCr57p,2176
bomber-style jacket,,,Avocado,No,1440,360.0,51,Green,Green,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,All Year,Free,Free,Cool,Cool,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMaone0,341,4401,vih97zG2HgN8cg54w,1131
bomber-style jacket,,,Blue,No,1440,360.0,51,Blue,Blue,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMaone2,341,8567,TYuRohPqb6aJEw2eu,2177
bomber-style jacket,,,Brown,No,1440,360.0,51,Brown,Brown,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Autumn,,Free,Free,Cool,Cool,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMaone3,341,8568,c43Dyv4hPewtXPXtL,2178
bone tee,,,,No,640,160.0,51,Yellow,White,1x1,580.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHMeat0,1029,8200,MtsJHoZtAniizhXzb,2008
bonjour tee,,,,No,640,160.0,51,White,Red,1x1,580.0,Poki,Nook Shopping Daily Selection,,,,All Year,Summer,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHHellofr0,1169,12115,2eprjJTFoSP9v8fem,2F53
botanical tee,,,White,No,800,200.0,51,White,Red,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHBotanical1,1082,11956,sRLnWmuoFqDQXw7L8,2EB4
botanical tee,,,Black,No,800,200.0,51,Black,Red,1x1,720.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Active,everyday; comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHBotanical0,1082,9831,oMALunHDp3gEEuwXv,2667
bowling shirt,,,Red,No,1260,315.0,51,Red,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Cool,comfy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling0,233,3698,nqr3XGTNmtobMKMch,0E72
bowling shirt,,,Orange,No,1260,315.0,51,Orange,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling3,233,9439,5SrN3MemLC3WYSzid,24DF
bowling shirt,,,Yellow,No,1260,315.0,51,Yellow,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling2,233,9438,jWPmrHsMmXecGwYHn,24DE
bowling shirt,,,Green,No,1260,315.0,51,Green,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling5,233,9441,Br7ALnLdbDirrygcG,24E1
bowling shirt,,,Light blue,No,1260,315.0,51,Aqua,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling6,233,9442,NN3x44G3BGprvKEfv,24E2
bowling shirt,,,Blue,No,1260,315.0,51,Blue,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling1,233,9437,tHec3uk7yi9pX3w76,24DD
bowling shirt,,,Purple,No,1260,315.0,51,Purple,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling7,233,9443,TwSnqcb7TtumRZLvW,24E3
bowling shirt,,,Beige,No,1260,315.0,51,Beige,Black,1x1,1100.0,Poki,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Cool,comfy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBowling4,233,9440,mJoxyDuWCsLYrgezX,24E0
bug aloha shirt,,,,No,NFS,240.0,501,Black,Red,1x1,,,Flick,,Bug-Off (1); Bug-Off (2); Bug-Off (3); Bug-Off (4),Yes,All Year,Summer,,Free,Free,Cool,Active,comfy; vacation,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopYshirtsHInsect0,1151,8764,2QNcM4zFTsb93fzeP,223C
bulldog jacket,,,White,No,1440,360.0,51,White,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Winter,,Free,Free,Cool,Cool,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBulldog1,911,7998,rqwFuaTF75ANzTN9p,1F3E
bulldog jacket,,,Black,No,1440,360.0,51,Black,White,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Winter,,Free,Free,Cool,Cool,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBulldog0,911,5980,ggs2xnxP45Y8SPtKL,175C
bulldog jacket,,,Red,No,1440,360.0,51,Red,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Winter,,Free,Free,Cool,Cool,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLBulldog2,911,7999,gHnTWFxB9PSGHcTes,1F3F
business suitcoat,,,Gray,No,1960,490.0,51,Gray,Pink,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Simple,formal; party; theatrical; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSuits1,326,8279,jEGfEYEFh4arugxGp,2057
business suitcoat,,,Black,No,1960,490.0,51,Black,Blue,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Simple,formal; party; theatrical; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSuits0,326,4363,LzQ8TynJGkTh4xXQa,110B
business suitcoat,,,Berry red,No,1960,490.0,51,Red,Red,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Simple,formal; party; theatrical; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSuits3,326,8281,8GPBwYBSaiSoNSFFz,2059
business suitcoat,,,Blue,No,1960,490.0,51,Aqua,Aqua,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Simple,formal; party; theatrical; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSuits2,326,8280,AtaXqZdJkYv3icPLf,2058
business suitcoat,,,Navy blue,No,1960,490.0,51,Blue,Red,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Simple,formal; party; theatrical; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSuits4,326,8282,rHnShnLknTj3MXrt4,205A
café uniform,,,Black,No,1500,375.0,51,Black,White,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Simple,formal; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLCafe0,75,3178,SHHiYrQ9ozi4X7iqW,0C6A
café uniform,,,Red,No,1500,375.0,51,Red,White,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Simple,formal; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLCafe2,75,8264,cdC7EDHRJLqLQHGaB,2048
café uniform,,,Green,No,1500,375.0,51,Green,White,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Simple,formal; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLCafe1,75,8263,ARXYKEMCHdcJHJpa4,2047
café uniform,,,Brown,No,1500,375.0,51,Brown,White,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Simple,formal; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLCafe3,75,8265,YFyQbDMayMoZSWYcY,2049
camo bomber-style jacket,,,Green,No,1400,350.0,51,Green,Beige,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Cool,Cool,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLCamo0,342,4402,WGTwz7iBBHyb8KL72,1132
camo bomber-style jacket,,,Gray,No,1400,350.0,51,Gray,Black,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Cool,Cool,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLCamo1,342,8569,Nf7G3cxhFCTXcPhbK,2179
camo bomber-style jacket,,,Purple,No,1400,350.0,51,Purple,Green,1x1,1300.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Cool,Cool,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLCamo2,342,8570,ezCm27aWs5kKsuygM,217A
camo tee,,,Brown,No,960,240.0,51,Brown,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage0,101,3257,NhrcCLHZ99zfZ5QPr,0CB9
camo tee,,,Gray,No,960,240.0,51,Gray,Black,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage3,101,8422,4jbAfkCimtnAhAMJx,20E6
camo tee,,,Red,No,960,240.0,51,Red,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage6,101,12353,9dyYcxDgoA4Z7zddJ,3041
camo tee,,,Pink,No,960,240.0,51,Pink,Brown,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage2,101,8421,7XJR7YLns7pJpspdC,20E5
camo tee,,,Avocado,No,960,240.0,51,Green,Beige,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage1,101,8420,8tpoRwR3apwZz4fRx,20E4
camo tee,,,Blue,No,960,240.0,51,Blue,Blue,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage4,101,8423,2cmGY9qZsk5XW5epR,20E7
camo tee,,,Purple,No,960,240.0,51,Purple,Purple,1x1,860.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Cool,Active,everyday; outdoorsy,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHCamouflage5,101,12352,9j5rKFarxYrxLwDQu,3040
camper tee,,,,No,840,210.0,178,Green,Green,1x1,,,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",,,All Year,All Year,,Free,Free,Simple,Active,outdoorsy; comfy,1,Yes,Not in catalog,1.1.0,Yes,TopsTexTopTshirtsHOkmotors0,1194,12426,WiN73dy22JaKPfnmp,308A
cardigan school uniform top,,,Cream,No,1300,325.0,51,White,Pink,1x1,1200.0,Poki,Able Sisters,,,,Winter,All Year,,Free,Free,Cute,Simple,everyday; formal,1,Yes,For sale,2.0.0,Yes,TopsTexTopOuterLCardiganribbon3,1408,147,ZoJiaZvthvW5MfGJm,0093
cardigan school uniform top,,,Gray,No,1300,325.0,51,Gray,Green,1x1,1200.0,Poki,Able Sisters,,,,Winter,All Year,,Free,Free,Cute,Simple,everyday; formal,2,Yes,For sale,2.0.0,Yes,TopsTexTopOuterLCardiganribbon1,1408,143,6hfthFshp6zzzuvxN,008F
cardigan school uniform top,,,Navy blue,No,1300,325.0,51,Blue,Blue,1x1,1200.0,Poki,Able Sisters,,,,Winter,All Year,,Free,Free,Cute,Simple,everyday; formal,3,Yes,For sale,2.0.0,Yes,TopsTexTopOuterLCardiganribbon2,1408,145,nDKwSarRzEeETQGgy,0091
cardigan school uniform top,,,Beige,No,1300,325.0,51,Beige,Red,1x1,1200.0,Poki,Able Sisters,,,,Winter,All Year,,Free,Free,Cute,Simple,everyday; formal,4,Yes,For sale,2.0.0,Yes,TopsTexTopOuterLCardiganribbon0,1408,14424,xc8MhkAi4aqNNdKHd,3858
cardigan-shirt combo,,,Gray,No,840,210.0,51,Gray,White,1x1,760.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCardiganyshirt4,194,8018,rT6w9DHb3ohP2HWzJ,1F52
cardigan-shirt combo,,,Black,No,840,210.0,51,Black,White,1x1,760.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCardiganyshirt5,194,8019,ysMCoRxo5iPdTgvz3,1F53
cardigan-shirt combo,,,Pink,No,840,210.0,51,Pink,White,1x1,760.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCardiganyshirt2,194,8016,QFeGQLKdWddDQbDux,1F50
cardigan-shirt combo,,,Yellow,No,840,210.0,51,Yellow,White,1x1,760.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,Spring,,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCardiganyshirt0,194,3578,i7Ho5GcyLKTM2XHrS,0DFA
